"azithromycin_1.75mM"	"azithromycin_2mM"
"CAN1"	-0.645747542844884	-0.51705397446621
"CAP1"	0.28204059024539	0.283789165354076
"CAP2"	0.0122297819717208	0.00882424684028078
"CAR1"	0.141384198234659	0.182165543734395
"CAR2"	-0.235484569467305	-0.765084964754971
"CAT2"	-0.2577071061854	0.0825552656837452
"CAT5"	NA	NA
"CAT8"	0.0383398594223551	-0.464668956630157
"CAX4"	0.0467401957790545	-1.03478973801027
"CBC2"	-0.0226596935819877	0.0983387924699591
"CBF1"	-0.188643253739638	0.0647656231959158
"CBP1"	0.0839671245238763	0.264172114698407
"CBP2"	0.757000271945282	0.347882479929482
"CBP3"	0.0454836440161519	0.456946873416769
"CBP4"	-0.0945650296523815	-0.237712919751053
"CBP6"	0.0966331773671465	0.329830808604088
"CBR1"	0.0222451882427669	-0.160208632435659
"CBS1"	1.85101429743549	1.44482210296648
"CBS2"	0.567078185445316	0.243217378487379
"CBT1"	0.138023427441145	0.38821841725021
"CCC1"	-0.343839937622425	-0.244166490215356
"CCC2"	0.654357049744513	0.58730710107432
"CCE1"	-0.0742305964051276	0.145440436080434
"CCH1"	-0.449348195273382	-0.377448963354327
"CCM1"	0.808077475238146	0.547240127271312
"CCP1"	0.159404704915306	0.137884919667891
"CCR4"	-0.227212601127778	-1.93616998964673
"CCS1"	0.117540726847542	-0.574137933666776
"CCW12"	0.913139698766702	0.615219364030457
"CCW14"	0.0198323758636494	0.57824339241482
"CCW22"	-0.19576867677829	0.0182344224727417
"CCZ1"	-0.0819137928170908	-0.310459824125284
"CDA1"	-0.0366260294002033	0.0621887180138392
"CDA2"	0.226641513782165	0.0990593149093057
"CDC10"	-0.128049392567774	-0.326458643243665
"CDC26"	-0.0103963517516788	0.141263196961125
"CDC40"	NA	NA
"CDC50"	-0.457028124622737	-0.500794932803883
"CDC73"	2.44492759184058	3.43785844625037
"CDH1"	-0.573369642688888	-0.642320123992836
"CEM1"	1.24667835628898	1.37606992805443
"CEX1"	-0.336043886532342	0.0644313732215869
"CGI121"	-0.315019834304903	-0.361694525047172
"CGR1"	0.00186460039845416	0.00255634965020986
"CHA1"	-0.0432809682971229	0.0215713913270491
"CHA4"	-0.524929293464006	-0.576204903300122
"CHC1"	-0.00508300250536977	0.0116326298691361
"CHD1"	-0.445744192156613	-0.363939360674682
"CHK1"	-1.08653644129789	-0.591399839839522
"CHL1"	0.0418056029487259	0.145724170419919
"CHL4"	0.161340115940475	-0.0722566917859897
"CHM7"	0.186423034130675	0.0165029626189407
"CHO1"	0.000927858487511836	0.00104307568212987
"CHO2"	-0.174867156509273	-0.70316177203495
"CHS1"	0.000949379302525294	0.00104779708366131
"CHS3"	0.192411707234229	0.130610945349847
"CHS5"	0.446581427186736	0.814125942928966
"CHS6"	0.394461302957179	0.518347024016788
"CHS7"	0.0902317839111187	0.0130908282845043
"CHZ1"	0.0265371475346972	0.0262114674040481
"CIK1"	-0.00196637924192523	0.0128012387624968
"CIN1"	0.187375753671972	0.21092822846728
"CIN10"	-0.458139213024783	-0.057624937022035
"CIN2"	-0.193275172729117	-0.312905135542786
"CIN4"	0.780103715172785	1.00738764999637
"CIN5"	0.382027716019689	0.234448576909376
"CIN8"	-0.485972071830311	-1.02991409611496
"CIP1"	-0.0464676790341427	0.441826391235756
"CIR1"	-0.0553506848715394	-0.120036288973503
"CIR2"	0.299055648572012	0.224697071939391
"CIS1"	-0.175518754839228	-0.111798049486476
"CIS3"	-0.0220704534389809	0.227862641680511
"CIT1"	0.633173438940891	0.0645268864715665
"CIT2"	0.100347568126367	-0.0472966860328822
"CIT3"	0.48225371104221	0.0489990160655964
"CKA1"	-0.496855665430443	-0.643073227364546
"CKA2"	-0.620949744929733	-1.03727390595886
"CKB1"	-0.369404977177411	-0.0901062727033335
"CKB2"	0.247747474494446	0.249640551788159
"CKI1"	-0.617965612358322	-0.20084492915754
"CLA4"	0.00096885301717572	0.00103500354567123
"CLB1"	-0.499133847476687	-0.44358964708572
"CLB2"	-0.226831982633821	-0.91253775121236
"CLB3"	-0.316006014779947	-0.422789475530818
"CLB4"	-0.213078600138163	-0.0892891460029296
"CLB5"	0.0706767282288645	0.157903323749695
"CLB6"	0.0495260783791168	-0.349791109180725
"CLC1"	1.58614985883753	1.32158265729097
"CLD1"	-0.219857325833405	-0.49863070280882
"CLG1"	0.253468799896196	0.940685777265828
"CLN1"	-0.269166441123305	-0.636648295718755
"CLN2"	-0.214684417637581	-0.310142541239289
"CLN3"	-0.44603807597472	-0.406562922893129
"CLU1"	0.131378701835149	-0.130851605450413
"CMC1"	-0.262033027809918	-0.040174620931403
"CMC4"	0.000958850126360506	0.00104535685709319
"CMG1"	-0.0150651664937686	-0.191106406945974
"CMI7"	NA	NA
"CMK1"	-0.374850559101021	-0.135129254989369
"CMK2"	-0.207103268295555	-0.252038614990931
"CMP2"	0.198475854822009	0.0433033196185136
"CMR1"	0.297995228553252	0.0966271047340539
"CMR2"	0.179859826785702	-0.0236247229658619
"CMR3"	-0.250899715549908	0.0280492529301139
"CMS1"	-0.515716772888152	-0.593880228937261
"CNA1"	-0.116217979362182	-0.484369086291211
"CNB1"	-0.213913392620528	-0.0518651769848644
"CNE1"	0.0439612115585252	-0.150371708955265
"CNL1"	-0.639611787518802	-0.470800709703363
"CNM67"	-2.01048699868059	-1.73977310492863
"CNN1"	0.125012133796652	0.543692347743652
